x0,x1,x2,x3
-4.108124,1.105757,-2.502264,0.630894
-3.106743,-1.303845,-0.244147,-3.669632
0.198660,-0.654129,-3.006022,-2.248436
1.874154,2.773681,-0.408542,1.253612
0.425612,0.626740,2.445148,-2.865381
3.771935,-2.130076,-1.250465,-1.685340
-0.481765,-1.574685,0.235445,2.145831
-0.341149,-0.008418,-4.177062,-0.713952
2.709170,-2.151699,-2.637325,2.343610
-1.949379,0.536176,1.741950,2.887845
-0.215020,3.253530,2.460874,-2.370002
-3.686322,-0.923030,3.114268,-0.218790
-0.399823,1.033239,0.190976,-1.544687
1.775409,2.911094,1.262917,2.517408
-0.169584,-3.323319,-0.934444,-2.383641
-2.105338,-2.850937,1.021336,0.220966
-1.387592,-2.010454,-0.072522,3.341360
-1.553048,0.292038,-0.422867,-1.460348
-3.690513,-1.731322,0.416355,0.745542
-2.178112,2.359137,3.300830,0.918784
-1.256234,2.388446,1.604581,1.842512
-0.735200,-3.174531,2.370679,-1.804087
-0.062912,4.187478,0.581449,1.669624
-1.916677,-2.267852,-0.679594,1.391520
-0.777081,-1.783386,0.444294,2.428165
-2.827664,-2.368962,-1.543380,2.142144
0.368741,3.348127,1.470504,-0.055110
3.844346,0.642702,-2.142130,2.066322
-2.171154,-0.905461,4.140040,-0.315797
-2.278840,-1.317516,2.899237,-1.567784
-2.307294,-3.043382,1.096930,-2.299058
-3.234826,-1.791616,-1.883720,2.510820
2.185997,1.579658,-1.359354,-2.194383
-0.386818,-0.801718,1.903306,-1.711330
1.241710,-2.828046,-0.229721,-2.175166
-1.589756,-1.539224,2.369168,-0.179530
-2.872739,2.085185,0.038828,2.701401
-3.476504,0.578581,1.472532,-3.166525
1.155058,4.371282,-0.038290,2.116870
0.849293,-0.896072,0.050365,-1.984635
-1.975178,1.162813,3.164730,0.107718
2.439174,-3.736445,-0.344532,0.065315
4.371705,-0.506206,-1.179479,0.050466
-1.300890,0.272819,-0.516690,-2.535400
-0.041030,-0.222383,-1.143225,-0.047016
2.742902,0.960069,1.126968,-2.470594
1.955939,0.608847,2.169812,1.733358
-4.297957,-0.130859,-2.395457,-0.158304
-1.222757,1.788312,-1.170396,-1.224857
0.194292,-2.805763,-1.106216,-2.161996
4.097586,2.281719,-0.166873,-1.135967
3.482156,1.499583,1.843197,-0.096932
-4.342715,-0.289302,-1.369749,1.659307
2.009442,-1.306641,0.930177,3.447323
-1.661294,4.184684,-2.121266,0.057125
-0.054124,0.055839,-4.067813,-2.870819
-1.224559,0.599630,0.605264,4.082247
3.425625,-1.273921,0.811736,2.491451
0.157946,-0.359444,0.266196,4.476307
-2.442242,-0.937575,1.354337,0.896630
0.392495,-0.605824,1.593250,3.495796
1.656505,-0.787367,3.080315,-2.197446
-0.934557,0.040899,-3.219690,-1.438504
-0.384655,-1.496106,-1.141537,-0.482804
-3.544289,-0.875999,-1.154712,0.054805
3.920269,0.585924,0.071539,0.337804
0.671300,-3.001576,-0.338835,0.911483
-3.282177,2.072738,2.589270,-1.511780
-0.642066,-2.336376,1.860663,-2.823323
-0.550040,-2.123547,0.125977,-4.435955
2.101971,-1.528559,0.094912,-0.336774
-2.242803,-2.612621,2.755698,-1.546891
1.043053,-3.082948,-2.489375,1.816493
1.682704,-0.317071,-2.571635,3.613434
-1.353309,-2.435637,4.099072,-0.638352
-3.545941,-1.657921,0.891608,0.461667
-1.684202,3.604237,-1.031367,-2.342589
1.981728,2.741604,-1.686333,-2.890713
0.811292,-1.611913,-0.965752,0.761696
-0.275045,-1.311494,1.753132,-0.759130
-2.714732,2.667466,2.769766,0.429220
0.075227,3.899561,-0.460743,-0.432649
0.743720,3.002217,3.250032,-0.527615
0.787112,-3.517990,-0.796417,-2.145104
-1.903153,3.178582,-1.497611,-1.004862
0.513911,1.823066,0.675827,3.876090
-0.249582,0.864775,0.921211,4.796737
2.118494,-0.485436,-3.957206,1.020923
4.185659,-1.225764,1.579895,0.735216
0.689084,-0.642189,1.872613,-1.020764
-0.882764,2.265385,0.716576,2.004321
-1.142166,-0.172222,0.028161,3.612872
1.642210,1.894913,-1.564901,2.304522
0.239880,1.477197,2.141722,-0.326210
-1.841753,-3.916675,-0.650839,-1.731703
0.834632,-0.335629,-0.839495,2.471560
-1.293494,0.597328,-0.559862,0.999025
3.989743,-0.872964,1.270235,0.514948
-3.292304,0.991648,1.190700,1.700348
-0.775736,0.368290,-4.487140,-1.400220
2.135431,3.427958,-1.622095,0.402203
0.579901,0.512329,1.375095,-4.623063
-0.111112,0.538468,-2.253431,3.770966
0.244781,2.368743,-1.197736,-1.374667
0.544066,-4.072724,0.521535,0.235867
2.119920,1.463230,-0.871368,-2.290721
3.187929,-1.474741,-1.946533,-2.019759
2.735969,-1.270642,-1.845612,0.337164
-0.691665,-2.266378,2.520043,3.560572
1.780536,1.385876,0.727572,-3.209151
3.194274,0.577886,1.163766,2.133589
2.261989,0.660278,0.687340,-0.945642
0.085776,-2.214175,-1.866245,-2.316342
-0.232143,1.560913,4.717993,0.281951
-3.140377,2.946073,-0.700508,-1.538519
0.730032,-4.315929,0.773913,-0.307444
0.911594,3.534297,0.625400,0.151393
0.533385,0.779307,-1.935100,-2.682718
-0.159457,-3.706478,0.226443,2.428533
0.757812,-1.308353,-1.073802,0.409794
-0.807132,-0.636890,1.200560,-1.985733
-1.106143,-2.205706,-2.875750,-2.362834
2.414948,0.184724,-3.133942,-0.823807
-2.239936,-1.002298,2.938057,-0.123346
2.383588,-0.213347,1.134261,2.160753
-2.033615,-0.056954,2.906713,-1.464528
-2.998206,-1.628631,1.423963,2.778427
2.456373,0.968079,-0.120265,2.440394
0.997438,-2.118767,3.578832,2.507255
-0.558303,1.254283,4.395545,-0.571534
1.903089,2.878218,-2.644348,-1.569506
2.948833,1.474770,2.956476,-0.424265
-0.568629,-3.932398,-2.254799,0.092604
3.862445,2.488180,-0.600719,-1.273050
0.700220,0.252165,4.528468,0.472147
-2.075890,-1.783425,2.128464,-1.641321
3.455409,-1.213003,-0.767281,-0.606259
2.483954,-0.392186,-0.067762,-3.113224
0.520589,1.337531,0.602333,3.520866
0.090214,0.488873,2.695554,-2.534508
-0.641417,2.006826,1.317279,0.954586
1.419774,0.557689,2.782078,0.644127
0.988287,0.654932,0.794627,-4.767077
1.682039,-0.284692,3.976436,-0.165112
1.443960,0.845969,-2.145973,3.403525
3.464017,-0.026870,-0.546367,-0.645556
-3.976696,-0.373665,0.527459,2.216517
3.002298,-1.302492,-0.865691,3.514719
-0.464834,-1.366734,3.731554,2.780435
0.038199,-1.207009,-4.089678,1.198728
-1.499899,-3.284247,2.651886,1.084247
-2.454833,-2.617323,1.877129,-1.892235
2.236169,1.063540,0.925757,0.698196
0.637376,2.931390,-1.511720,0.286151
0.730950,0.547269,-1.161619,-0.486436
0.482050,-0.778009,3.383947,-0.749671
-0.814401,3.862844,1.659405,-0.729335
-1.910815,0.761589,2.624637,1.210139
-0.946461,2.112342,-1.759392,-1.924932
1.465673,0.344600,-0.838456,-1.676261
3.811429,0.192297,0.877314,0.522060
1.744879,2.167393,2.939209,-1.505763
-0.719058,-4.292581,-1.923880,0.668442
2.483307,1.423508,-0.809593,-3.001699
-3.765857,1.561651,-0.798943,-0.608079
0.176422,-1.884660,-0.469009,2.713193
0.748377,0.531976,-2.343357,3.322324
-0.630323,0.851623,-0.937007,0.622601
3.810194,-1.941318,0.995092,1.289207
-1.507407,-2.684227,-2.440832,1.002120
-0.342833,-2.272922,3.894001,2.046423
-2.179032,-3.464706,1.509279,-1.550588
0.219451,3.486934,1.111201,-1.907422
0.395396,-2.344512,3.958662,-1.382076
0.335462,0.498056,0.257742,-3.169853
-3.790181,-1.185332,0.837035,-0.361035
-1.880418,-2.649123,-0.788903,-0.920371
1.530951,-0.974146,1.799240,-1.775185
-1.100931,-1.497026,-3.365136,2.688776
-2.045404,-1.311422,-0.183825,-3.261650
-1.430090,-3.130570,-1.708327,-0.263753
-2.516054,-0.692228,4.116297,-0.081147
3.278838,0.991999,2.216389,-2.217244
0.490056,0.625551,-2.861777,-3.843703
-2.034908,2.042929,-1.327784,1.838220
-1.376396,-2.539357,1.832824,-1.858359
1.125525,-0.658953,0.951220,-1.916967
1.194200,0.700952,-1.321038,3.796462
0.576254,2.443686,1.707316,-0.201467
-0.663781,-0.649592,-2.946451,-1.120335
0.633913,3.920005,-1.985160,2.265899
-3.621427,-1.695135,-1.323105,1.074959
1.479969,3.114379,2.494621,0.786953
0.879376,3.578485,-1.150964,1.745232
-2.456147,0.558748,-0.656437,0.003493
2.044879,0.323701,1.740338,2.897521
1.151705,3.466241,-0.966609,-0.024301
-1.753900,3.500211,1.389682,-1.702268
0.384540,2.589564,-0.097629,-2.359252
0.299962,-4.503723,1.748152,-0.958081
-0.877972,1.638224,-2.553903,3.642570
-1.414756,-1.541457,3.008450,2.087762
2.630759,-0.226675,-0.129225,-1.587662
-0.565132,-1.227646,-0.763658,-2.968051
1.755988,-1.497969,-2.963154,-1.256684
-1.027755,-1.956580,1.869350,-0.234607
0.102380,2.461718,1.153492,3.946575
-1.101344,-0.543504,0.661085,-2.515973
-2.678435,0.975778,-0.935377,1.823249
1.742199,-2.579543,0.875549,2.587305
0.501844,-3.327141,2.993309,2.162888
0.664772,0.877123,-3.668809,1.079269
4.126184,0.996416,0.439810,1.589283
1.265573,2.438837,0.005504,-2.868858
-2.194714,-2.181316,-3.000465,-2.333302
3.930172,1.682724,-1.394715,-0.871140
0.532459,-3.101090,0.319392,3.678497
-0.160919,1.512793,3.991118,-1.225178
1.381939,-1.501247,-0.138436,-1.575746
-2.547745,0.836829,2.729241,0.704798
1.161072,-1.717958,-2.802382,0.970907
1.532130,0.111048,3.002503,2.021733
3.638917,-0.272601,-1.355953,-1.004747
-0.876033,0.737438,-3.343143,2.042616
-1.007992,-1.039571,-4.546529,-0.481154
0.086078,-0.792822,2.204384,-3.833477
-3.931566,2.406509,0.433033,0.865390
2.147250,-2.073319,-1.734058,2.549098
-3.363786,-2.970282,1.855245,0.540335
3.075152,-2.678523,0.913718,-2.691752
2.645369,-0.777051,-0.314947,3.502161
0.036520,2.963087,-0.139365,1.815296
-3.197190,0.296754,-3.060308,1.631009
-3.153998,0.737928,-0.733835,-3.011846
-1.757996,-0.554792,1.889648,-0.318611
1.921201,-0.119481,1.836382,-3.826627
-1.571653,3.700843,-0.636378,-0.337008
-0.469340,1.253187,0.324385,0.047998
1.780196,1.628408,0.588514,4.282714
-0.419156,1.933390,-4.470201,1.043693
3.076475,-1.246387,-2.196470,1.931339
-3.300481,2.129921,-1.000870,1.755371
2.687929,-2.651881,-3.197506,0.268525
-2.712222,-2.318186,3.151602,1.278866
-0.025246,3.107966,-2.612382,-0.792309
0.678531,0.969355,0.558229,-2.765737
-1.224787,0.603572,-0.450339,3.213822
2.924351,1.761386,-3.525253,-0.111402
0.535934,2.505838,1.957797,2.295213
-1.989006,3.040093,-2.971804,-1.153722
1.494700,-0.520098,-3.490772,-2.850634
-3.656248,1.256274,2.976870,-0.237082
-0.538019,-1.978618,1.227229,2.971717
-3.475874,-2.056439,-1.314180,-1.091263
0.439024,3.117252,1.947686,1.018835
-1.537008,-2.377137,-1.691672,3.286776
-0.258009,-1.867211,-0.767867,3.445862
-2.935601,3.163733,0.349889,-0.483757
2.183612,1.076885,-1.697184,-1.246081
-2.778771,2.099250,-1.701407,-3.058278
0.374212,2.998731,-0.109072,-1.371963
0.417441,2.001661,-1.500596,0.395020
0.593915,3.363715,2.869599,-0.540696
-3.524269,1.687456,-1.747352,-1.980727
1.871011,-1.484052,2.285660,0.547193
0.601860,0.579504,-3.090082,-3.350286
0.897227,2.364298,0.343864,-3.419591
0.055478,-0.240515,-2.806282,2.972855
-3.639385,1.238334,0.808368,2.123782
-0.992383,0.100103,2.143241,0.653559
0.220353,1.181192,0.188796,4.799811
2.721321,-0.236862,0.698098,-1.081179
2.049500,-2.381958,-2.718446,2.471080
4.167199,0.906368,0.218196,1.272092
-3.253303,0.860991,0.195628,3.150286
-3.585002,-1.166703,1.944361,-1.554562
-1.526709,3.138485,0.058584,-0.889746
-2.766720,1.192350,1.142961,-0.488418
-3.214819,-0.071602,-2.437899,-2.747757
-0.324413,-3.304676,0.775254,1.911011
-1.490527,-2.428927,2.771604,-1.669180
-2.279705,0.735846,2.070460,-0.885421
0.995997,-0.866723,-2.099165,3.082953
3.269121,2.228033,0.186295,2.408625
2.307357,-3.096034,3.025285,-0.612300
-1.167613,-1.066903,0.952567,-2.193057
0.798914,-2.154970,-2.805055,-2.431700
2.796734,-0.279044,0.123121,2.018178
2.357559,-3.511697,2.193083,0.464812
-0.740985,0.052679,2.775484,-1.921365
0.986174,-0.023757,-4.421006,-1.973534
0.254220,1.706976,1.317500,0.785782
-1.037481,2.292139,0.273905,-1.280653
-0.474055,2.322903,0.019743,2.298583
3.256348,1.181729,-2.530573,0.399647
0.070076,2.884817,-2.523274,-0.209180
-0.906421,0.520031,-3.782714,1.730186
0.031699,-4.253195,-0.832593,1.404041
-2.608316,0.005281,-1.733155,-0.911236
0.222761,1.528348,-3.921818,2.272703
1.737140,-0.592331,3.040223,3.105307
-1.006421,-1.497394,-3.906812,-0.297134
-0.994417,2.131594,-4.130646,-0.758982
2.128057,-1.604388,-1.674692,-3.178518
4.125444,-1.176711,-2.047074,-1.265463
-2.960259,-1.029922,3.155536,-1.140539
-1.478200,-2.324789,0.035012,0.068140
3.515485,0.212288,-0.227353,-2.412620
-1.137225,-1.629809,-1.375899,-3.565550
1.033604,-0.273498,-0.384683,-3.291004
1.386400,1.367783,-2.356696,2.780757
-1.598891,-0.025622,-0.317735,-1.543144
0.390389,3.503718,0.139184,-0.952852
2.721612,0.643654,0.169024,-2.590824
3.894979,1.250039,-1.448099,-0.295837
-1.597783,-1.311865,-1.381815,-2.446302
3.215547,-1.204021,2.292392,-2.772270
-0.097817,-1.152231,1.166212,-0.402560
-1.554745,-3.492299,0.586409,-1.506906
-0.043136,-1.344268,2.608518,1.487557
0.610132,-0.840575,0.636160,2.339547
-1.658008,0.343360,-3.285822,2.786429
-0.664935,1.307735,-2.879616,3.003794
-1.749798,2.675445,0.739486,-1.252614
2.505249,-2.449155,0.443917,1.353307
-0.107383,-0.425024,-0.513204,-4.415431
0.154778,2.081381,0.278479,-1.105307
-0.944116,-0.538442,2.424740,-4.022716
0.123047,-1.006435,4.470340,0.170400
1.666519,-2.383623,0.515788,0.314306
3.085269,-3.641768,-0.343988,0.146572
-0.818801,2.009166,-0.559330,3.360390
2.507193,2.261406,1.330203,-2.529829
-1.264260,1.679687,1.987046,3.833529
-1.333176,-2.453220,2.450227,-2.309114
2.108887,2.897142,1.101525,-0.863487
0.056758,0.819916,0.014072,3.037105
-2.718475,-2.751397,-2.680673,-1.617851
-4.342735,-1.254929,-1.302034,0.156483
0.689730,-2.047424,1.485864,2.975250
-0.364134,2.752394,0.347883,3.476800
1.698565,-2.377547,0.028319,1.602852
0.088464,-0.106816,3.677293,-2.055768
0.184439,3.407763,-3.514802,-0.211958
2.137208,1.193595,-2.230123,-3.044737
-3.302781,0.005225,-0.669427,-3.482152
-1.723692,-4.380303,1.204131,-0.115322
-2.013917,0.045753,2.146338,-1.182874
4.270697,-1.050376,0.642415,0.317430
1.941939,0.219525,-1.582209,-1.816470
-2.812610,-3.141130,0.084649,-1.758430
-0.274727,-2.392839,-2.620358,-1.634682
2.125286,2.806623,1.121183,-2.989909
1.394716,1.492804,0.595146,-1.308014
1.033923,0.616711,-4.546159,0.939980
-1.992104,0.690732,-0.160381,1.242486
-0.298286,-2.694187,-0.447769,3.220472
0.157813,-0.687463,4.470766,1.264828
-0.011155,2.570895,2.926690,1.154266
-0.400535,2.096679,1.657161,1.006938
-2.467444,0.285426,-1.508926,-0.322639
0.764466,0.318960,-1.513204,4.053745
-2.558298,1.101346,-2.801668,0.577078
-3.225100,3.193826,0.314372,0.900749
-3.446218,-2.215297,0.701297,1.975007
2.040763,0.155270,0.680026,-1.084749
-1.820024,-0.486513,-1.638740,2.034212
-0.865585,2.916485,3.137198,0.090268
2.360332,-0.263877,2.532664,2.273511
-0.277669,1.133967,3.870756,1.601159
0.848475,0.324935,-2.637288,-2.675373
0.491448,-2.081248,-1.164691,1.947685
0.751085,-0.653670,0.638247,-0.082962
-0.029900,-0.225993,2.153179,-3.203585
0.757716,-1.569488,0.948115,2.562680
-0.001907,1.709678,1.871421,-3.653691
2.809066,3.171115,1.304118,0.136186
-0.926902,-1.257205,3.433210,2.838368
-0.091070,-2.260144,-4.051289,-1.549878
-0.357732,3.836084,-1.784699,1.382544
3.108262,0.306576,-0.339757,-3.121578
-3.499286,1.210878,-0.584655,0.356575
-0.175708,2.468300,-2.916301,-1.247190
4.184897,-1.765138,-0.621440,-1.300784
1.502028,3.452623,-1.682462,-1.456888
-1.343065,2.550711,-3.559576,-1.809936
-3.917198,-2.281672,-0.185678,1.482641
0.583251,-2.171842,-2.767767,0.345275
-3.014920,1.944384,0.116555,-2.931953
-2.065218,-1.548584,-1.653093,-3.185490
-2.206739,-1.726718,-1.794546,2.845790
0.374120,-3.544834,-1.194230,-3.139050
-0.590780,1.724072,0.496777,4.500857
0.913990,-2.221216,1.968717,2.625629
2.426446,-2.426610,-0.327404,2.509928
-3.324101,-0.985388,-2.815459,-1.840034
-2.346628,2.898515,-0.543602,-2.001047
-2.733394,0.373919,-0.029392,3.547572
1.213606,-3.475160,-1.526618,2.597206
-1.017257,2.841015,-1.798862,0.937870
-2.760810,-1.633616,3.521737,-0.407341
2.138188,1.244061,1.981563,-2.334634
-0.518913,0.993573,-1.988475,3.816186
-0.734774,-0.283616,-0.951578,-2.026234
4.314654,-0.490647,-1.075507,-0.477143
3.472862,-2.360565,1.662163,-1.036549
-1.995322,1.896295,3.304767,-1.718539
-1.715254,-2.608178,2.461847,-1.283360
-2.623381,2.000313,-1.943434,1.105829
0.492804,0.773521,-1.569998,0.982208
-3.059827,1.078856,2.856601,1.621899
-3.944487,-1.922318,-0.366794,0.951067
-0.350408,-1.620458,1.955862,3.824827
-0.374824,1.176185,-4.161498,-1.512744
-0.572232,-0.870243,0.592786,1.805710
0.966152,-1.186503,-2.903721,1.062058
-3.867699,1.374053,-0.396515,-2.474069
3.069550,-0.030733,-0.391068,-0.899986
1.349064,2.972703,1.596966,3.254718
-0.122220,4.481423,1.581371,-1.505458
-2.009454,0.378043,-2.400043,-1.788064
0.361620,-0.919432,-1.411644,-0.052144
0.333490,-0.944490,-1.732412,3.921614
0.637426,-0.415906,4.587314,0.360816
2.504109,-1.240946,-3.014962,-1.751445
-0.743347,-1.377383,3.706574,-0.332944
2.787669,-0.280786,-2.619041,0.229529
2.290024,-1.026002,1.024722,-1.370777
-1.236327,0.009638,0.877901,3.989397
-0.201567,-3.395290,2.616216,-1.465670
0.372011,-0.181145,-3.029084,0.792238
1.046049,1.661514,3.228446,-2.142965
2.617755,2.074382,-2.123985,2.012607
1.494791,-3.645929,0.736623,-2.746328
-1.052105,-2.864461,-0.764011,-0.328566
1.402240,0.002295,-3.933129,2.198642
-0.216186,0.890310,1.760922,2.593438
3.992419,-0.147055,0.633348,-2.195192
1.394517,-1.556466,-2.371376,1.090794
-1.202163,1.791867,0.940340,-3.756071
-2.451539,-0.988485,0.014866,-1.101318
-1.312363,-2.933169,0.341536,0.182604
-1.031987,2.994963,3.210731,1.211793
-2.682857,-1.646724,0.606895,-0.936969
-1.294272,2.388686,1.357468,3.491898
-0.978243,3.134378,-1.262961,3.417601
0.277544,-2.256625,-4.277756,-0.790589
-0.948720,3.175555,-0.409469,-1.601111
3.875416,-0.808975,-2.073444,2.067568
-2.167762,2.915566,-2.641690,-0.986718
0.715429,-1.758879,-0.063239,3.833776
1.452534,1.701466,-2.247882,3.016948
2.232671,3.349260,-2.422084,-0.575067
1.470761,-1.413376,-0.524948,4.470796
3.068466,1.949376,1.475599,-1.602418
1.800448,-1.261448,-3.718384,-1.787955
0.490028,-2.318935,-2.333525,3.355575
0.956820,1.550085,0.742796,-4.486447
-2.145255,0.486104,-0.793627,-3.147330
-0.778282,-2.165371,1.385105,1.034145
2.125976,-2.845406,3.129971,1.367634
-0.965392,-1.067814,2.102730,-1.115551
0.525642,1.789823,3.305152,2.880234
2.078210,-3.474158,-1.589644,-1.264445
4.352378,-1.841149,1.016691,0.265561
-2.187233,0.893074,0.931602,-2.937218
2.189922,-3.736510,-1.057924,1.740599
-3.237580,0.950351,-3.517320,-0.252396
-3.588461,-1.306756,-2.392937,-0.623101
-0.745088,-1.208819,1.431770,-1.591411
1.173601,3.014124,0.257266,-1.586671
-3.070840,-1.744632,1.731993,0.382438
2.770891,2.278516,0.416496,1.400503
3.401847,2.595798,-0.555126,1.814712
1.247428,2.419664,1.430045,-2.074254
-2.441142,0.863047,2.867571,-1.169059
-0.323790,-1.783006,2.027595,-3.968269
-4.217405,0.698696,-0.153414,-0.893581
-1.076238,1.919419,-1.479108,-3.920867
-2.126900,2.037399,-1.203492,-3.177124
0.254553,1.258074,3.310788,0.542854
-2.379691,1.709827,2.623043,-0.140338
-0.551806,3.218492,-0.864299,3.094532
-1.761908,-1.983501,-1.441562,1.107253
