x,y
2.278704,-1.531952
-3.725448,1.620302
1.807356,-1.996348
-1.259421,-3.723472
-0.473379,3.239619
-1.416355,1.175070
1.441108,-2.319540
1.339006,-3.529332
0.108511,3.841880
1.954910,-3.245991
3.808607,-1.350753
2.904293,-2.804936
-2.412138,2.228689
-4.576854,-1.210816
1.718970,-2.496836
-0.691718,-3.227716
-1.200038,-4.567055
-0.986257,4.379743
-3.218715,-2.690183
1.491157,0.531153
-1.399615,4.585645
1.235176,4.041086
-3.789921,3.256942
-0.142821,-1.927644
-0.308326,4.648450
0.870578,1.817805
2.144176,-3.285042
1.514943,-0.894677
-4.343957,1.526513
0.155283,4.489862
-0.056069,3.771522
-2.758202,1.603716
0.425499,-1.244237
-3.867906,-1.573221
-2.977508,-1.572582
4.208743,-0.581269
4.110631,2.182264
-4.877689,0.772129
-4.586799,0.596956
-0.510336,-0.180025
1.479117,2.609917
2.083345,3.729536
-1.785915,1.049405
-2.834781,-2.233816
-0.379629,1.101967
-2.235777,0.034853
0.678120,-0.056555
4.373308,0.846534
-2.311831,0.503544
-2.898924,0.479618
-1.722256,-4.498429
-0.431660,4.174210
0.275345,-0.848621
-1.649010,1.182421
3.257837,2.218887
-2.599390,-2.770178
2.405257,0.402568
-1.000757,-4.727984
3.906406,0.298559
-3.004823,-2.088506
2.644501,-2.784666
-1.360798,-4.049849
-1.982793,-1.966509
-2.869883,1.311221
-1.180702,1.962660
-1.479831,1.570008
-3.436361,3.435220
-4.224283,-0.802624
2.175091,2.744167
1.757332,-1.611568
-1.773267,-1.792885
-0.848661,0.854695
3.274953,-0.367554
1.943290,-2.004625
-3.267415,-2.594723
-2.128153,2.216926
-1.441726,1.552906
0.717485,0.319661
-0.712020,1.083636
0.111742,4.119749
-2.614409,-2.123037
-0.682603,-3.598407
-1.247185,4.567418
-4.768086,-1.422615
0.537621,-2.265698
-2.557548,-3.167949
-0.102159,-2.563713
0.143144,0.704120
-2.878491,-3.267071
-0.421123,2.796978
0.373568,3.073604
-0.503063,3.801954
-3.046954,3.390027
-3.899503,0.720017
0.606903,4.631192
-1.536610,2.115982
3.554953,-2.704344
1.428431,1.612601
1.042980,4.767807
3.847938,1.542913
-0.593035,-2.244104
-4.783790,-0.894213
-4.218985,0.686703
2.460953,0.540601
2.241500,-0.555406
2.005820,-2.988596
0.342743,-0.723944
1.612595,-1.608194
0.550634,-3.211532
1.957859,2.349689
3.349853,-0.606521
2.409344,-1.065730
-1.272980,-3.612358
-1.212481,4.486232
1.714104,0.011967
-3.582272,0.319064
-1.504114,-1.019482
4.230352,-0.160053
2.111668,2.332885
3.189289,1.990972
-1.915237,0.955961
0.011433,-1.902909
-1.872974,2.948453
-1.560147,-2.540917
3.725130,-3.103902
1.171758,-4.214275
3.474350,2.577883
-4.482979,1.579839
1.403195,0.341475
1.817738,3.240469
0.496031,-3.790232
2.251193,4.356666
-2.520096,-0.976118
-1.840778,-1.622422
0.876525,1.318731
0.551277,-0.326856
4.498591,1.732314
3.576693,-1.988763
3.345332,2.904751
2.155555,-1.548171
-2.583826,2.825614
0.313235,-1.225057
-2.742915,2.148746
-0.522190,-4.915760
2.808053,-3.745327
-2.870510,-0.462762
-4.004980,2.828319
-1.898311,1.479512
4.566908,1.695972
4.830226,0.450949
-0.180535,-4.466259
-3.422240,2.012330
2.721961,3.801069
1.871740,-1.955018
-2.985961,-3.508222
-3.879935,0.626911
-0.358221,0.450110
-1.652195,2.439486
-1.329846,1.391054
3.748144,-3.239931
-2.500072,2.389330
3.500359,0.426932
2.451934,3.158296
-1.725247,2.497626
0.928165,1.600318
2.006787,-4.065188
2.178508,-0.017362
-1.803781,3.086964
-2.357856,0.220098
1.494523,0.460990
1.587362,4.362920
0.646995,4.889211
-3.726491,3.183416
2.198964,-4.222374
-3.545990,2.603293
-0.155349,-2.881752
-1.401003,-0.254412
-1.647486,-2.732548
0.784445,2.278267
1.766096,0.439429
0.024176,1.155463
3.426185,2.530043
-0.156624,-0.511034
-3.980456,-1.849456
0.519551,-1.844921
-1.154068,0.810049
-0.098597,1.493437
2.633353,-3.141122
-2.269737,-0.991199
-3.195555,0.549466
2.896202,-2.355044
-2.674491,3.789575
-3.583818,2.309189
-0.121556,2.596810
1.218441,1.342562
-1.061771,-0.506953
2.417320,-1.302509
-1.520198,-2.059600
-1.739754,-2.894265
2.602834,-3.210497
-1.285648,-3.967083
-1.893638,1.871391
1.013387,-2.910536
1.514238,1.495279
3.069135,-3.208434
-1.190176,-0.068439
-4.002507,-1.185272
3.901614,-2.060290
-1.809633,-4.020002
2.245641,1.201109
-0.055815,3.056503
-0.935277,-3.716887
2.177198,1.442344
-0.215943,3.037217
-0.190642,2.211337
-0.890410,-3.271631
1.001012,0.336574
-2.512954,3.698643
-1.241258,0.619024
3.226323,1.600537
-2.675460,0.715659
-3.726064,-0.745000
4.815441,-0.892952
2.814138,-2.867034
0.852146,-0.397377
-0.426047,3.252468
2.095811,2.891020
-2.360359,-2.798775
1.237747,3.937359
-2.254927,-1.362060
0.600289,1.691498
2.874374,1.246942
-4.640156,1.542431
-1.415534,-1.635401
3.946331,2.650673
-3.508711,-1.133181
-3.117060,1.306416
-0.154634,4.693306
1.596102,2.986228
0.418358,4.234285
2.515117,-1.910451
4.659063,0.945642
2.494101,3.321157
-4.154946,-0.476420
-1.175585,-2.609791
-3.677206,2.323278
0.241439,3.980356
-0.373277,2.420986
-1.183664,-1.616295
-1.030685,-4.341368
4.811755,-0.908944
-0.974617,-3.240925
-3.390367,1.811081
0.129762,4.628847
-3.301157,-0.730033
-0.715669,-4.825420
2.820617,2.537301
4.213707,1.662484
0.770560,4.703970
-3.946472,2.193959
-0.992648,-1.732054
3.958614,0.227677
-3.063922,-0.757124
-0.318052,1.211060
-1.657655,2.802318
-2.322519,1.035860
-4.462600,1.145060
-0.744164,0.528049
4.176571,2.555548
1.610624,2.508009
-2.983648,0.124563
-0.483367,0.417814
2.151469,-0.044593
0.389449,-3.143218
-4.181513,-2.397340
-1.507349,-0.467197
4.623438,1.502117
-2.071329,-4.176938
-3.088818,-1.346575
-2.843638,-0.285039
0.248795,-2.399313
0.806624,-3.835489
0.188924,0.889479
0.249330,0.572701
-1.760152,-2.760753
-0.634227,1.140003
-2.409062,0.703524
2.260572,0.647177
-2.226709,1.171130
1.690595,-0.646738
-0.209383,-0.507015
0.717715,-1.540128
-2.736013,-2.824224
-4.246240,-2.515125
4.892607,-0.906104
-3.191190,0.206533
0.505659,-1.954014
0.465681,3.968902
2.806870,2.092634
2.080000,4.517615
-0.700190,1.068802
-4.290688,1.082060
2.062327,-1.719526
-2.052279,-1.350414
-2.542364,-3.177892
-1.859929,1.640806
-1.974092,-3.570636
-2.963080,2.037859
-2.533868,-2.044930
-3.630004,-0.830822
-0.953307,2.503496
3.636259,2.107602
2.311240,2.242675
-2.675852,-1.361417
4.079676,2.018084
-4.601087,1.397917
0.863909,-0.635488
-2.093722,-1.196664
2.920101,-0.431272
-1.064219,4.386525
-2.919712,-4.014046
4.514006,-1.961644
-2.781341,3.858478
-2.662466,-0.570248
2.855282,-4.080152
-1.221294,2.178059
1.624587,0.091491
4.866648,-0.299261
-2.007489,1.343687
3.208359,2.636407
-0.105904,-1.203201
-1.941813,3.807504
2.301620,4.092133
1.919302,1.768390
-0.995794,-2.912871
3.056247,-0.129463
-3.366660,2.717592
0.210216,-2.429195
-1.173233,-1.708758
-2.946608,1.596806
2.629553,0.834963
-3.858498,2.468141
2.396838,0.445770
3.385607,-1.047568
-4.088624,2.616820
-3.497868,-1.901280
4.337297,-1.694133
-4.305537,-2.228810
2.031343,3.826587
3.990244,-1.251929
1.869952,4.549991
3.455244,3.594622
-2.181940,2.556302
-1.221099,0.529776
2.678225,-0.383357
-1.840146,-0.650176
1.110386,-3.033843
0.215584,-1.798821
-3.175687,2.240080
2.759483,1.398375
3.454391,3.232929
4.913679,-0.225001
2.355948,-2.849847
-1.483091,2.161257
1.912322,-3.338980
3.828273,-2.786280
2.826484,-1.476254
2.630369,-2.623569
1.016612,2.399546
0.910114,-3.249276
2.977385,1.085366
0.866611,-2.336519
-3.149021,-1.652371
-0.263258,-2.773124
-2.906105,-0.938310
-2.963697,-2.083449
4.215177,0.998577
2.831292,0.566986
1.829117,-4.445031
-1.184505,4.489422
0.388133,-1.032768
-0.725237,-2.411451
-3.065432,-1.325334
1.278170,0.990948
2.701102,1.189935
-3.208292,2.865187
3.678063,-1.866740
0.586122,3.900778
-3.721539,1.978222
-1.424186,-1.759201
-2.922120,0.060563
4.060688,0.645660
-1.580187,-4.414055
3.212772,-1.808327
-2.153749,-1.558479
-0.760785,-0.420818
2.151932,-3.623205
0.220784,-0.385171
1.181253,2.814537
-3.216432,1.708214
2.024354,-4.353709
-0.142319,-1.488996
1.780474,-2.641680
0.535681,0.566459
-2.717507,1.086477
-1.005957,-3.813637
-0.328393,-2.620850
2.060794,0.998436
-0.402847,-1.652360
-2.665125,-2.706588
-2.427469,3.389564
-1.366748,3.864056
4.789793,0.882840
-0.202360,0.163189
-1.409883,3.767247
-3.520930,1.616433
-0.983348,-3.708304
2.995197,3.885621
-0.644315,0.081550
1.110015,-4.022428
0.038693,4.510041
2.338692,-2.697350
2.636908,-1.181457
3.374945,2.894953
1.165016,1.036248
-2.034144,-2.629287
-3.584377,-0.388653
3.423897,-2.371886
0.483347,-1.427767
-2.386039,-0.028374
2.909047,1.339771
3.209941,2.297530
-4.464461,1.497535
-1.322384,3.704316
1.711240,-0.638901
-2.497688,-4.275051
-0.600552,4.629685
-2.207149,2.774259
4.196551,2.334023
0.007211,3.678922
-2.012013,4.362850
-2.860244,-3.544917
2.300783,4.348972
-2.118179,-4.302079
0.701405,0.639434
1.644591,-1.290201
-2.185493,-2.225306
-4.312188,-2.282236
1.051701,2.528764
-0.114827,-1.999626
0.411995,4.689123
0.993175,-3.189587
0.861950,-4.685502
1.858081,-0.743839
0.829256,-3.979984
-2.193123,2.489338
-1.379716,-0.092483
-2.915705,-2.985003
-0.273185,2.471910
0.307835,-0.946375
-0.583662,1.076079
0.845127,0.901512
4.434477,1.740327
-2.304283,-3.631443
-0.437359,4.718080
2.442971,-3.293395
0.510833,-3.600354
2.067046,1.827151
-4.696611,-1.700265
2.946102,-0.612543
1.637964,-3.013851
2.136372,-2.211796
-0.396215,4.932665
-0.320681,-2.064854
-1.532548,2.418883
1.942692,-3.637948
1.004526,0.755723
-1.544848,-3.576965
-2.119602,-2.729185
-0.189329,2.657848
-1.646916,-1.802221
3.038754,-1.904940
-2.272885,-2.008030
1.360308,3.092339
-1.003846,2.725661
-2.934124,3.956420
-0.684827,1.693221
-0.623141,-1.425410
2.786594,-0.905365
-3.842754,-0.094429
1.015902,-3.930312
2.960959,-1.078952
-3.521898,3.546573
2.841518,0.850352
0.088091,-4.245869
-0.375963,-3.974697
-1.480500,4.258458
-0.592367,4.904563
-1.363349,-4.515099
2.425387,3.637519
2.314616,-3.478328
1.854855,-2.224178
-1.756931,-0.778031
0.243704,1.227399
2.334009,-0.774562
0.303581,3.273358
-1.308729,3.367066
-4.105896,1.571212
-4.854296,-0.635873
-1.646147,0.472453
1.635573,0.002127
2.488034,-2.924389
4.268893,0.641487
3.387272,-3.119318
2.136619,-4.339431
4.571351,-1.920523
-1.236657,2.909591
1.318053,2.787672
1.811551,0.643040
-1.577727,-3.825459
2.244652,3.373513
2.291697,4.037288
0.191614,1.547493
-0.630928,3.470786
0.864206,3.712169
-1.918646,-1.535488
-2.050623,-0.143456
-2.708580,-3.762063
-0.759033,-0.941936
2.104978,-2.708245
1.656612,0.389214
-3.160495,-1.199057
-3.732089,3.251241
0.794822,-3.156092
0.621854,4.587093
-1.326718,-1.082917
-0.319778,2.584385
0.305539,3.162509
-1.485289,2.790917
3.774358,1.593363
-0.066651,-2.934878
3.103034,-2.866244
3.974716,0.425802
-1.817354,-2.583845
-3.032160,-1.264914
3.247260,-2.195107
-0.522786,-1.215627
-3.953887,2.219672
-3.563631,-1.906846
2.970969,3.054817
1.921168,3.119646
0.271967,1.639500
-3.164176,0.337458
-0.335893,3.165678
2.286262,1.673045
-0.859464,-0.100402
-1.382215,-4.064583
1.361738,0.943547
-0.513362,-3.859296
4.146625,0.621237
-1.256214,-3.780421
4.685581,-1.422633
-1.548075,0.431180
4.262732,1.873043
-0.174189,0.836310
2.195423,2.924558
-3.178953,-0.018707
1.524778,3.283238
3.020394,-0.068679
-1.909837,1.056737
-0.525317,0.449571
3.310581,1.412019
-3.737257,-2.665020
2.169341,2.150432
-0.173979,2.354002
-0.431162,1.351813
1.191568,0.844357
1.133572,-2.061535
1.215017,1.011971
-2.559439,0.274347
-0.312468,1.247438
0.108143,1.276098
0.772673,4.561785
-0.971373,-1.763361
1.016424,-3.599853
-3.696603,2.381494
-1.409918,3.069588
-0.232771,-1.944232
-0.268329,2.217635
2.259146,-2.391833
-0.989213,3.496757
2.803738,0.935448
-4.343548,0.818889
-1.336543,4.121795
-4.704850,1.022095
-0.222053,0.821283
4.716307,-0.385657
3.092754,-0.499090
-3.465270,-3.154555
3.459808,-2.302031
-1.913841,4.584859
1.027539,-4.233937
0.285093,-3.005385
-2.174779,2.792296
-0.546910,-3.018380
2.512765,1.675950
0.278960,2.538660
0.877806,3.410090
-2.905022,-2.933317
0.785913,2.513135
-0.757767,3.540520
-0.239871,1.696163
1.873728,-0.696617
1.024512,-0.347179
2.417791,-4.292153
-0.296358,0.093169
-2.108822,0.131798
-2.760460,2.775163
-1.383289,0.347493
2.958685,3.646039
-0.557623,4.204707
1.949212,4.512241
2.610740,-2.423824
-1.009258,-2.547840
2.480051,2.754426
-4.370108,2.042699
-1.651051,3.208281
2.573220,0.242309
-0.310890,-4.673149
-2.836605,1.118768
-0.120028,0.142046
1.028981,2.265684
-2.812977,0.207355
-0.628042,4.590752
-3.381603,-0.165357
-0.008240,3.333859
-0.767445,2.795279
-4.182981,2.125941
-3.727371,-3.119676
2.735606,-4.160976
-0.549563,3.019356
-2.296274,4.345206
-2.734232,-3.510123
4.107860,-0.133090
0.298295,2.456269
0.424784,2.287136
0.871039,-1.841870
1.428700,-4.585600
-1.291469,2.384119
3.351170,0.311470
-3.175113,1.505856
-4.247101,-1.190137
0.292916,-4.584765
-0.989729,-1.580270
-1.535449,-2.883575
1.510903,-4.334575
0.703841,-4.467151
-1.577566,0.267635
1.563773,1.210040
1.084644,-2.535452
-1.101379,-0.819109
3.188462,0.671034
0.392835,-1.592521
-2.953838,2.340999
-0.973294,2.283993
-3.844206,-0.364563
-0.811009,-1.510101
4.398819,-2.246661
4.764086,0.785819
-1.054063,2.946841
2.381559,0.618582
1.381934,-2.085716
-1.000492,-3.329242
-0.128875,0.991570
0.485862,-3.969454
-2.137131,-2.374919
-1.643756,-2.594847
0.012145,-4.498219
2.234074,3.568585
-3.943333,-2.882442
-2.948004,-0.328143
-2.550191,3.991878
-0.532820,-4.354915
-2.737699,1.200259
-3.872775,0.737055
0.680471,2.598309
-0.324235,-4.664212
1.672792,0.111581
-2.304182,0.040069
-2.079560,-0.501261
-0.349996,3.154862
2.114418,3.762986
-2.095532,2.963348
2.747264,2.155098
-0.021038,-0.114920
-2.846502,-1.591373
1.217333,0.327022
2.186400,-0.652678
0.658109,-4.782964
2.290572,-0.371799
-2.890186,-3.620120
4.187135,-1.593811
0.653852,-1.884445
-1.402098,3.630003
0.044312,-1.699877
3.080013,2.951393
-3.988885,-0.159218
3.785282,-2.443380
-3.420541,-0.533400
4.516855,-1.571495
-0.818099,0.751291
-2.674858,-0.409086
-3.831332,-1.788075
3.133994,-0.794235
-0.546402,-2.006297
-1.355125,-0.918643
4.140524,1.813709
0.579453,3.390104
3.354888,3.286612
-4.271097,-0.299938
3.195168,-0.184552
1.597530,-2.604933
-3.581567,0.251664
-4.695233,-0.425781
4.149444,1.101852
0.183267,-0.308606
-3.069348,2.816567
4.722365,0.828824
3.746583,-1.929898
-1.955280,0.775902
-1.586755,-3.093568
-1.813959,-0.466320
0.738719,-2.903304
4.705645,-1.133502
-3.482268,-3.310052
1.973287,1.782431
-2.477570,-1.533761
3.797050,0.766639
-2.754164,4.061343
1.718249,0.861774
-0.563885,2.470820
3.758650,-2.776954
0.832619,3.406472
0.961641,-4.642120
-1.713144,1.305023
-2.484763,2.672577
1.596303,-2.368239
-2.400085,1.467363
3.322043,-0.368724
1.039406,3.121950
2.172267,-2.053029
-0.631830,4.740787
-4.021371,-1.456771
3.112081,2.916097
2.576267,0.781463
-2.649300,2.724692
1.897160,3.985006
-4.447548,0.330262
0.129186,2.931991
4.259668,1.061623
-0.848853,-4.204378
-0.945209,1.626113
2.182302,4.109281
3.145706,-1.066570
-3.478151,0.250458
-3.089462,-1.290137
3.662141,-0.885933
2.903746,2.664112
1.456932,3.214318
-1.151867,-4.510312
-3.676029,-1.476544
-2.729510,1.607941
2.458811,2.090823
-3.890236,-2.266502
-2.752953,1.061154
-1.094131,-2.022189
-0.379586,1.157797
-3.828960,2.690676
-1.708402,4.477167
0.525841,1.651210
-2.888020,-0.145544
0.998787,-1.840306
1.662513,0.365394
-4.723065,0.435114
0.015744,-1.192344
-3.296147,-3.694260
1.551336,-0.068025
4.348909,1.635163
1.981589,3.199368
-1.285783,2.746761
2.923263,0.114436
-4.318827,-0.530885
-1.778924,-2.167894
-3.536720,1.981056
-3.122043,1.784937
2.497127,-2.426623
-3.620809,-3.069006
-0.315533,3.710332
-1.926689,4.118180
1.295108,4.057343
-0.090203,0.977647
-2.114022,-3.854693
-1.509280,-1.773085
-0.347411,4.738992
-1.003795,-0.255929
1.848171,-2.216092
-0.181943,1.568509
3.406047,0.537188
-0.738803,4.467072
2.543134,-0.993557
1.926406,0.249666
2.075361,1.987348
2.079995,4.002577
-0.507851,-1.803243
2.362781,-0.318321
-1.115150,-0.691187
3.567536,2.217078
-3.034543,0.819987
0.575081,-2.727688
1.826633,3.824797
-0.823250,2.778794
-2.111632,-3.706115
-1.866397,4.110541
-0.308967,-2.312166
1.380962,-4.736920
0.979244,-1.760690
-2.557792,-0.853652
-1.534463,1.462978
-2.161757,-1.991092
1.350415,3.190282
1.017494,3.466858
1.932813,-4.195758
1.934505,-4.300452
-1.955431,1.295718
-3.863719,0.802514
-1.509551,0.713203
-3.236892,0.998386
0.394835,2.811129
0.556771,2.757268
1.726222,-3.014094
-2.126086,-3.704787
1.299930,-0.199373
2.506474,3.961934
3.799723,-1.983041
0.205270,-2.090538
-4.772971,-0.835327
-2.031971,-2.920428
2.615636,-4.260711
-2.187321,-0.383556
-2.197820,-2.922720
2.665091,-0.391777
-0.511679,-2.709709
3.386154,1.819503
-0.993975,-4.696274
4.426517,-0.733175
-3.290340,2.696701
3.600565,1.007609
-0.681791,-4.753170
-1.274015,3.268933
4.066117,-2.304885
1.878014,4.162043
-1.651964,1.617683
4.342472,0.650825
-0.511206,0.207237
1.045745,2.641431
-1.963531,-1.372492
-0.085285,-3.558694
-0.800000,4.216791
1.042718,1.163894
2.619423,2.451872
-0.144131,4.841438
1.130964,-2.106439
-3.755936,1.679723
1.350345,3.605354
-0.105223,0.490429
-2.025953,2.791267
1.200864,4.034499
-1.016343,-0.257744
-4.249400,-1.982583
0.666335,-3.543732
-0.293905,-0.824710
0.062436,2.367793
2.680616,4.081200
3.140547,-2.166785
0.749979,-1.457513
2.678230,0.125287
3.342453,0.495582
-0.721924,0.050763
1.690516,-2.726269
3.120178,-1.581441
0.851217,2.316760
1.397510,-3.572526
-3.749079,2.185272
-1.402781,-1.981934
-1.576508,3.609310
2.810273,2.844806
-1.283632,-4.697424
-1.573927,4.120638
4.525205,0.855075
3.425560,-0.725283
-1.940742,0.931254
4.049331,2.915185
0.687414,-1.661733
1.993514,-2.795056
-0.413696,1.237410
-1.991600,-4.430553
3.575347,3.367494
-3.217496,2.762688
0.526556,2.910766
0.069973,2.520846
2.512598,-0.565185
1.741741,0.385601
-3.442990,-1.136240
-1.232702,-1.423333
-1.414852,2.432377
0.173694,3.954427
1.225744,-4.084868
0.370921,0.685008
-1.918435,-2.659418
4.037708,-0.005221
2.420659,-3.933390
-3.058759,1.589689
-2.048135,-4.476080
-2.188995,-1.359822
-0.335321,-0.474634
-1.309305,3.221730
-2.529142,-0.079272
4.024419,2.096901
0.272444,2.396892
-2.251807,1.641675
2.459857,3.705373
2.277118,3.562768
1.626888,3.362219
-3.980023,-1.335335
-3.091613,0.952811
-0.262347,-0.252834
0.529005,-0.063497
-2.797304,-2.226125
0.223357,1.425618
-0.109219,1.124704
1.593380,4.647478
0.777551,-4.568422
-1.949139,0.039198
0.097408,0.084363
3.403110,-3.458401
-2.091356,1.607595
-1.664427,-1.370081
4.105082,-0.660308
-1.427573,-0.827423
-2.568891,-0.130543
4.132344,-2.702054
3.166553,-2.441211
-3.469893,0.988325
-1.296772,-2.875126
-1.928225,-3.955309
-0.540174,1.797818
2.548761,4.205623
-4.213100,-1.943672
3.829041,0.883102
0.457944,-0.928947
0.279288,-4.176528
-1.222232,-4.619335
3.258631,-1.579795
2.872774,-0.776397
-1.697393,0.354669
-1.976690,-3.868491
4.643889,-0.748225
0.958101,-1.260292
-2.467919,-3.589428
-0.606446,0.242353
-0.230181,-4.911557
3.659463,1.408821
3.676962,0.539378
0.061816,-2.719361
3.310008,3.503732
0.977471,-2.385831
-3.585943,2.800835
4.734169,-1.488408
4.072641,1.731620
-3.601455,-0.065323
-0.159532,1.275306
2.766431,2.038922
-3.200060,-0.846178
2.249888,0.088903
0.804911,3.153063
-2.854568,0.891846
-1.149290,1.664704
2.167964,-2.516801
-0.573288,2.498267
-1.581890,3.247951
0.793946,-0.498649
2.254559,4.191986
-3.202876,-3.186015
-2.949307,2.261885
4.233528,1.836424
1.425022,-4.693526
1.662127,-0.019754
-3.509137,1.859234
-4.072170,-2.892626
2.586134,-4.243718
0.864786,-3.786188
-1.788099,-0.056782
-0.813969,3.730586
-0.002654,0.227176
1.518893,-1.632712
4.331524,2.267373
-2.423621,-1.545016
-3.985656,0.272571
-2.646221,0.137853
1.645482,-4.581259
2.464027,3.484615
2.863301,-0.206847
-1.756188,4.087767
0.755923,-1.460383
1.565720,2.712286
0.138822,-2.347591
-1.861950,-3.691382
0.447171,-1.536618
3.150454,-0.016971
-1.069039,-2.402790
-3.540426,-0.352077
-0.937506,-2.805089
0.222568,-4.196514
-0.759742,0.192918
0.527013,3.946129
0.478284,2.352770
2.567413,0.355131
0.238629,-4.466480
-2.861865,3.962189
0.151786,-2.809042
3.107468,3.318701
-0.757016,-1.423622
3.836551,1.063211
-3.602732,-2.407515
1.948853,0.318467
-1.059715,-3.086594
1.231458,-4.560832
-1.371489,0.841712
-0.415953,0.528575
0.430870,3.818244
2.004046,-2.621467
-4.375315,0.907663
0.186925,-4.801192
-1.995243,-1.870253
1.897668,2.471631
1.676983,3.056882
-0.294586,3.823219
3.117112,-3.857455
-1.870734,3.732775
2.391233,-2.005173
-1.760570,-1.869381
-1.258384,-4.693838
-0.350396,1.807189
4.050366,1.265379
-4.609435,1.374040
-2.586287,-3.150835
-1.659513,2.796851
2.132742,-0.652828
-1.949623,-2.320744
4.200453,-0.167310
1.276306,-3.822224
-4.806530,-0.310917
2.386698,3.996898
-2.656573,-3.653271
2.775976,3.883327
-2.180411,1.467731
-3.036953,0.122485
-3.080052,0.103094
0.051195,3.742812
4.044637,0.588530
-2.528638,-0.879719
-0.665728,0.208250
2.908629,1.233059
-2.760294,-0.306555
3.640515,3.209559
4.706175,-0.241953
-0.289458,-4.628605
-2.649724,3.050239
1.567805,-2.479761
2.966624,2.218191
3.247511,-3.135968
-0.850671,-1.319704
3.899594,2.195459
-0.937274,0.388603
-3.708295,-2.580517
-3.202386,-3.151796
-0.092088,-1.125479
-2.140286,-3.331395
-2.195266,-2.782469
0.882523,-1.861892
1.909953,0.248101
4.256648,-1.101102
-3.411356,1.598427
-1.063053,4.841993
-4.944880,0.323038
4.635217,-1.825223
1.503278,-0.839966
1.999113,-4.411343
0.413523,2.437876
-0.758473,3.298488
2.072772,-3.826066
-1.300693,-1.843562
0.095998,3.761459
1.466725,-1.579284
1.333372,-0.916799
-1.129564,-1.279863
2.976215,-0.288305
-0.323404,-0.108539
2.047963,-2.535191
-1.337415,3.849188
3.026311,-0.940025
-0.948664,1.115752
1.014876,0.732972
1.480283,2.182126
-1.375516,-1.529958
0.221665,-4.906958
1.830595,0.655497
-4.405298,0.854346
0.816405,-3.739810
-3.718462,-0.636564
-3.123105,1.745918
2.183902,4.418671
2.279286,1.975089
-2.212184,3.847614
-0.811613,3.636432
-2.119935,2.323084
4.338093,2.251133
0.580543,3.823725
-1.716238,-0.165678
3.226379,-0.170176
-3.815530,2.231878
-3.558953,2.162760
-1.018314,4.676702
-2.380814,-0.903414
2.772420,-3.356863
-1.644941,-2.964970
3.786722,-0.031319
4.600316,-1.647196
2.738807,-4.120812
4.482306,1.203622
0.089760,-2.994891
-3.516344,-3.134940
-0.105063,-3.994270
3.245864,-0.462908
0.174359,0.929067
-2.826148,3.356500
